id;Item_Name;Category;Category_Id;Item_Buyed_Price;Item_Selling_Price 
8186;Vasseur;Tools;2;37;42.55
8187;Martinez;Cooking;6;96;110.4
8188;Perrot;Furniture;3;84;93.24
8189;Petit;Games;6;22;24.64
8190;Camus;Computing;4;20;22.6
8191;Fouquet;Tools;4;38;41.8
8192;Didier;Tools;1;98;109.76
8193;Techer;Games;1;27;30.509999999999998
8194;Benoit;Games;3;51;55.59
8195;Ollivier;Computing;3;93;106.02
8196;Francois;Tools;2;71;80.94
8197;Garcia;Cooking;1;81;90.72
8198;Lemonnier;UNKNOWN;6;67;73.7
8199;Lamy;Cooking;2;84;88.2
8200;Lacombe;Tools;2;41;44.69
8201;Menard;Tools;5;79;87.69
8202;Couturier;Tools;6;29;32.77
8203;Dubois;Computing;1;14;15.4
8204;Benard;UNKNOWN;3;88;94.16
8205;Marchand;Games;5;23;25.990000000000002
8206;Joseph;Games;6;94;104.34
8207;Bouvet;Furniture;4;39;44.46
8208;Dupuy;Tools;2;11;12.54
8209;Benoit;UNKNOWN;2;84;94.92
8210;Lopes;Furniture;1;72;76.32
8211;Carre;Computing;1;11;12.1
8212;Monnier;UNKNOWN;4;68;75.48
8213;Renault;Furniture;2;86;98.03999999999999
8214;Goncalves;Furniture;2;42;47.88
8215;Barre;Cooking;3;48;53.76
8216;Charrier;Cooking;4;75;85.5
8217;Lambert;Computing;4;81;90.72
8218;Fernandes;Tools;5;84;88.2
8219;Charles;Computing;2;84;95.76
8220;Giraud;Computing;1;51;54.06
8221;Rocher;UNKNOWN;6;84;91.56
8222;Bourdon;Cooking;5;69;76.59
8223;Dijoux;Games;3;11;11.55
8224;Fernandes;Games;4;96;107.52
8225;Fernandes;Cooking;3;25;27.75
8226;Michel;Computing;3;60;64.8
8227;Rodriguez;Tools;6;38;39.9
8228;Tessier;UNKNOWN;1;79;88.48
8229;Langlois;UNKNOWN;6;67;73.7
8230;Picard;Tools;5;82;94.3
8231;Bonnet;Furniture;2;17;17.85
8232;Valette;Furniture;3;71;74.55
8233;Ferreira;UNKNOWN;6;89;99.68
8234;Pruvost;Computing;2;72;79.92
8235;Bouvet;Computing;2;46;52.44
8236;Dias;Cooking;5;94;104.34
8237;Morvan;Furniture;3;98;102.9
8238;Charles;Computing;2;73;78.84
8239;Perret;Computing;1;62;67.58
8240;Pages;Computing;1;55;59.4
8241;Pelletier;UNKNOWN;1;70;76.3
8242;Bonnin;UNKNOWN;3;71;77.39
8243;Perret;Tools;4;55;60.5
8244;Lagarde;Furniture;5;40;44.8
8245;Berthelot;Computing;5;68;72.76
8246;Rodriguez;Tools;4;62;68.82
8247;Mace;Tools;2;88;95.92
8248;Charpentier;Cooking;3;53;59.36
8249;Maillet;Furniture;5;55;59.95
8250;Da Silva;UNKNOWN;4;79;86.11
8251;Lemonnier;Tools;1;74;82.14
8252;Jacquet;Games;5;69;75.9
8253;Jean;Furniture;4;61;64.05
8254;Prevost;UNKNOWN;4;12;13.32
8255;Turpin;Tools;6;66;70.62
8256;Dijoux;UNKNOWN;4;69;73.83
8257;Hoarau;Furniture;3;28;31.08
8258;Dijoux;Computing;4;65;70.85
8259;Grenier;Tools;2;80;89.6
8260;Costa;Games;5;96;101.76
8261;Vallee;Games;3;26;29.38
8262;Barbe;Games;1;22;25.08
8263;Raymond;Tools;2;48;50.88
8264;Chauveau;Computing;2;15;16.05
8265;Bazin;Computing;6;28;31.36
8266;Guillon;Furniture;1;32;34.24
8267;Petit;Tools;5;29;31.61
8268;Fournier;Tools;1;13;13.91
8269;Gomes;Games;6;32;34.24
8270;Legros;Cooking;4;93;99.51
8271;Martin;Tools;5;53;59.36
8272;Neveu;Furniture;3;47;53.11
8273;Potier;Cooking;5;95;108.3
8274;Charpentier;Computing;3;27;29.16
8275;Roger;Furniture;4;15;16.2
8276;Moulin;Games;5;82;86.92
8277;Aubert;UNKNOWN;4;74;82.88
8278;Fischer;Games;1;96;101.76
8279;Marchand;UNKNOWN;5;50;54.0
8280;Clement;Cooking;6;25;28.5
8281;Vidal;Computing;4;83;92.13
8282;Fabre;UNKNOWN;5;85;95.2
8283;Michaud;Tools;4;81;85.86
8284;Toussaint;Games;3;35;38.15
8285;Chevalier;UNKNOWN;5;38;39.9
8286;Bigot;Tools;3;79;90.06
8287;Coulon;Tools;4;74;78.44
8288;Chartier;Computing;3;44;50.16
8289;Pascal;Games;6;77;88.55
8290;Ferreira;Games;3;82;86.1
8291;Carlier;Tools;2;59;63.72
8292;Perrot;UNKNOWN;2;38;39.9
8293;Lacroix;Computing;2;37;39.59
8294;Caron;Furniture;5;84;90.72
8295;Marchal;Cooking;5;70;79.1
8296;Garcia;Cooking;1;76;81.32
8297;Boulay;UNKNOWN;5;96;100.8
8298;Dupont;Furniture;4;87;93.96
8299;Poirier;Furniture;1;12;12.72
8300;Fischer;Computing;6;49;53.9
8301;Foucher;Furniture;4;82;91.02
8302;Guillou;Tools;3;32;35.84
8303;Dupont;Tools;6;15;15.9
8304;Jacquet;Furniture;2;20;22.0
8305;Giraud;Furniture;6;10;11.2
8306;Munoz;Games;1;95;100.7
8307;Lefebvre;UNKNOWN;6;47;54.05
8308;Chauvin;Computing;6;97;107.67
8309;Sanchez;Cooking;3;99;111.87
8310;Besson;Games;2;25;26.75
8311;Bailly;Furniture;6;53;55.65
8312;Hamel;Computing;4;52;59.28
8313;Gilles;Tools;5;88;96.8
8314;Raynaud;Furniture;2;98;112.7
8315;Garcia;Computing;4;93;106.02
8316;Mace;Computing;6;91;102.83
8317;Lebon;Games;1;53;57.24
8318;Coulon;UNKNOWN;2;58;66.12
8319;Brunet;Cooking;5;80;90.4
8320;Dupuy;Furniture;2;83;94.62
8321;Dubois;Furniture;3;25;28.5
8322;Tanguy;Cooking;6;18;19.8
8323;Boutin;Games;2;86;92.02
8324;Lelievre;Games;6;86;92.88
8325;Gallet;Furniture;2;52;54.6
8326;Carre;Tools;5;51;53.55
8327;Joubert;Furniture;3;62;70.06
8328;Carlier;Furniture;6;34;36.04
8329;Pottier;UNKNOWN;1;94;103.4
8330;Hamel;Computing;1;20;22.4
8331;Pereira;Tools;6;79;86.11
8332;Poulain;Cooking;4;21;22.89
8333;Gosselin;Cooking;1;95;99.75
8334;Allard;Computing;6;12;12.96
8335;Hardy;Games;5;36;39.96
8336;Lebon;UNKNOWN;5;94;102.46000000000001
8337;Maillot;Tools;2;75;85.5
8338;Pages;Games;4;37;42.18
8339;Bouvet;Computing;5;24;26.16
8340;Schneider;UNKNOWN;1;82;89.38
8341;Daniel;UNKNOWN;5;56;59.36
8342;Deschamps;Cooking;2;35;39.2
8343;Grondin;Games;2;33;36.96
8344;Godard;UNKNOWN;3;48;53.76
8345;Durand;UNKNOWN;1;13;14.17
8346;Thierry;Tools;4;12;13.8
8347;Vasseur;Cooking;4;69;77.97
8348;Gaillard;Cooking;2;32;35.2
8349;Andre;Computing;1;66;69.96
8350;Petit;Computing;2;98;103.88
8351;Legendre;Cooking;5;79;90.06
8352;Boulay;UNKNOWN;1;78;82.68
8353;Guerin;Games;5;83;95.45
8354;Rolland;UNKNOWN;4;88;95.04
8355;Camus;Furniture;1;11;11.99
8356;Becker;Furniture;5;13;13.78
8357;Maillard;UNKNOWN;3;68;72.08
8358;Colas;Furniture;5;33;37.29
8359;Marie;Cooking;2;90;100.8
8360;Berthelot;Tools;5;84;93.24
8361;Potier;UNKNOWN;4;32;35.84
8362;Richard;Cooking;1;64;73.6
8363;Leclerc;Games;2;78;81.9
8364;Olivier;Cooking;6;49;52.43
8365;Marechal;Furniture;3;10;10.6
8366;Roger;Tools;3;68;74.8
8367;Humbert;Cooking;5;43;45.15
8368;Pascal;Tools;1;95;103.55
8369;Pruvost;Games;5;37;39.59
8370;Tessier;Furniture;4;15;16.2
8371;Dupuy;Games;1;42;45.78
8372;Pruvost;Computing;6;83;92.13
8373;Meyer;Computing;4;14;14.84
8374;Arnaud;Tools;1;90;94.5
8375;Regnier;Cooking;1;92;100.28
8376;Lagarde;Furniture;2;96;102.72
8377;Colas;Tools;2;40;42.4
8378;Bousquet;Computing;4;47;49.35
8379;Dias;Tools;4;50;52.5
8380;Berger;Furniture;5;96;108.48
8381;Garcia;UNKNOWN;3;80;84.8
8382;Lebon;Games;5;68;78.2
8383;Benard;Computing;4;18;20.7
8384;Charrier;UNKNOWN;5;91;102.83
8385;Blanchet;UNKNOWN;5;16;18.240000000000002
8386;Laine;UNKNOWN;3;45;48.6
8387;Dias;Cooking;4;22;25.3
8388;Lecomte;Computing;1;80;87.2
8389;Marchand;Tools;6;45;49.95
8390;Evrard;Tools;1;77;85.47
8391;Adam;Computing;3;14;15.4
8392;Adam;UNKNOWN;1;29;31.03
8393;Bousquet;Cooking;2;29;31.32
8394;Allain;Tools;5;76;85.12
8395;Philippe;UNKNOWN;5;39;44.85
8396;Julien;Games;2;97;111.55
8397;Dupuis;Cooking;3;55;59.4
8398;Fernandes;Furniture;3;74;79.18
8399;Mercier;Computing;5;69;73.83
8400;Rousseau;UNKNOWN;1;11;11.88
8401;Poirier;Cooking;5;43;45.58
8402;Fontaine;Games;2;91;101.01
8403;Maillard;UNKNOWN;4;22;25.08
8404;Martel;Computing;6;37;39.22
8405;Carlier;Furniture;5;97;111.55
8406;Marques;Furniture;6;11;11.66
8407;Launay;UNKNOWN;2;31;32.86
8408;Moulin;Tools;4;97;106.7
8409;Berger;Computing;5;79;85.32
8410;Lenoir;Games;4;19;21.66
8411;Leconte;Furniture;3;25;26.25
8412;Guichard;Furniture;4;80;84.8
8413;Lombard;Tools;3;49;51.45
8414;Baudry;UNKNOWN;4;28;31.08
8415;Boucher;Games;1;28;31.08
8416;Pichon;Cooking;4;62;69.44
8417;Hamel;Furniture;3;78;83.46
8418;Colas;Computing;5;46;52.44
8419;Clement;UNKNOWN;1;64;70.4
8420;Potier;Computing;3;19;19.95
8421;Navarro;Cooking;6;46;50.6
8422;Texier;Cooking;1;44;46.64
8423;Morin;Tools;2;50;57.5
8424;Blin;Cooking;4;83;94.62
8425;Pons;Furniture;6;66;73.92
8426;Wagner;UNKNOWN;4;38;40.66
8427;Martins;Furniture;2;88;100.32
8428;Chevalier;Computing;2;67;75.03999999999999
8429;Guilbert;Furniture;4;70;76.3
8430;Lebreton;Games;3;52;57.72
8431;Potier;Games;5;77;88.55
8432;Hernandez;Furniture;4;39;41.73
8433;Costa;Tools;2;83;89.64
8434;Bernard;Computing;2;20;22.4
8435;Boucher;Furniture;2;65;72.15
8436;Lenoir;Tools;6;68;76.16
8437;Thierry;Furniture;3;17;18.36
8438;Mahe;Tools;5;46;51.980000000000004
8439;Louis;Furniture;6;43;49.019999999999996
8440;Pichon;Computing;2;83;92.13
8441;Guyot;Tools;6;24;26.4
8442;Lopez;Tools;5;50;56.0
8443;Bigot;Furniture;6;99;110.88
8444;Mahe;Computing;5;34;37.06
8445;Paul;Games;4;44;49.72
8446;Andre;Cooking;5;89;93.45
8447;Guillaume;Cooking;3;58;66.12
8448;Vallee;Furniture;2;53;60.95
8449;Pasquier;Games;5;51;55.59
8450;Morin;Computing;4;75;80.25
8451;Remy;Tools;3;84;94.08
8452;Weber;Furniture;1;83;95.45
8453;Joly;Games;2;20;21.8
8454;Richard;Tools;5;68;74.8
8455;Guyon;Cooking;3;19;20.71
8456;Delannoy;UNKNOWN;2;67;70.35
8457;Grondin;Computing;6;50;54.0
8458;Bertrand;Tools;6;50;55.0
8459;Weiss;Furniture;5;94;105.28
8460;Morin;Games;1;31;33.17
8461;Coulon;Cooking;6;12;13.44
8462;Rolland;Games;5;52;56.16
8463;Mahe;Furniture;6;59;64.31
8464;Dias;Cooking;3;15;16.2
8465;Le Gall;Computing;1;63;71.19
8466;Lagarde;Games;3;99;103.95
8467;Bourgeois;Computing;2;49;53.41
8468;Pascal;Furniture;2;26;29.38
8469;Wagner;Computing;4;97;109.61
8470;Rocher;Games;2;12;13.08
8471;Lefort;Computing;4;59;64.31
8472;Nguyen;UNKNOWN;3;39;44.07
8473;Perret;Cooking;6;31;32.86
8474;Gonzalez;Furniture;5;42;45.78
8475;Legendre;Tools;6;62;69.44
8476;Rey;Games;1;99;109.89
8477;Devaux;Games;5;15;16.35
8478;Dupont;Tools;5;79;88.48
8479;Giraud;Computing;5;94;106.22
8480;Jean;Cooking;4;89;98.78999999999999
8481;Marques;Furniture;6;89;95.23
8482;Lebon;Furniture;2;29;32.19
8483;Gros;Games;6;78;84.24
8484;Bourgeois;Computing;6;87;94.83
8485;Mallet;Computing;3;23;25.3
8486;Guillou;UNKNOWN;5;92;104.88
8487;Pichon;Games;5;51;56.61
8488;Leger;Furniture;3;73;83.95
8489;Dupuis;Cooking;5;15;16.05
8490;Michaud;Tools;2;92;103.96000000000001
8491;Le Gall;Tools;4;68;76.84
8492;Paris;Tools;6;79;90.85
8493;Guerin;Computing;6;98;112.7
8494;Maurice;UNKNOWN;1;62;65.72
8495;Chevallier;Computing;1;63;70.56
8496;Toussaint;Games;4;83;94.62
8497;Legendre;UNKNOWN;4;20;23.0
8498;Meyer;Cooking;6;80;91.2
8499;Riviere;Games;6;27;28.62
8500;Rodrigues;Furniture;2;52;59.28
8501;Pages;Furniture;1;86;90.3
8502;Weber;Furniture;1;41;45.1
8503;Texier;UNKNOWN;6;94;101.52
8504;Mathieu;Furniture;4;64;71.04
8505;Guillot;Tools;4;77;83.93
8506;Fouquet;UNKNOWN;2;78;85.8
8507;Berthelot;Furniture;2;24;25.68
8508;Maillard;Games;3;43;49.019999999999996
8509;Barbier;Cooking;5;87;94.83
8510;Michaud;Furniture;5;27;28.35
8511;Ferrand;Furniture;6;36;40.32
8512;Lombard;Furniture;3;93;98.58
8513;Chartier;Furniture;1;68;78.2
8514;Gillet;Games;4;42;46.62
8515;Fouquet;Cooking;3;95;102.6
8516;Hamel;Cooking;3;16;17.44
8517;Petitjean;Cooking;6;11;11.99
8518;Bertrand;UNKNOWN;5;47;53.11
8519;Rolland;Furniture;1;59;63.13
8520;Fontaine;Games;4;33;35.64
8521;Dijoux;Cooking;5;97;101.85
8522;Simon;Furniture;4;99;103.95
8523;Didier;Computing;5;63;68.04
8524;Lecoq;UNKNOWN;1;99;112.86
8525;Guillou;Cooking;1;73;79.57
8526;Vincent;UNKNOWN;5;15;16.5
8527;Goncalves;Furniture;1;35;39.55
8528;Carlier;Computing;6;44;49.72
8529;Weiss;Computing;4;33;37.29
8530;Barbier;Games;6;23;25.07
8531;Parent;UNKNOWN;3;40;42.4
8532;Prevost;Tools;6;27;29.7
8533;Lopez;Cooking;3;10;10.7
8534;Riou;Tools;3;85;96.9
8535;Laporte;Furniture;2;57;63.84
8536;Nguyen;Cooking;2;72;82.8
8537;Prevost;Cooking;3;64;67.2
8538;Gomez;Cooking;6;19;21.85
8539;Normand;Tools;3;30;32.7
8540;Barre;Games;2;64;68.48
8541;Brunel;Games;2;71;78.1
8542;Monnier;Tools;2;32;33.6
8543;Diallo;Tools;2;33;37.29
8544;Jourdan;Furniture;2;22;24.2
8545;Lemaitre;Cooking;1;15;16.95
8546;Bodin;Cooking;6;63;66.78
8547;Millet;UNKNOWN;4;86;94.6
8548;Lesage;Tools;4;42;44.94
8549;Leblanc;Furniture;3;81;89.91
8550;Fontaine;Games;1;51;53.55
8551;Clement;UNKNOWN;4;88;95.92
8552;Le Gall;UNKNOWN;2;46;51.06
8553;Pires;Computing;2;45;51.75
8554;Benoit;Tools;3;53;59.89
8555;Julien;Games;6;63;67.41
8556;Texier;UNKNOWN;4;86;95.46000000000001
8557;Launay;Computing;3;52;57.72
8558;Hamel;Cooking;5;24;27.12
8559;Lemoine;Cooking;6;81;90.72
8560;Lagarde;Cooking;3;81;86.67
8561;Lebon;Computing;3;28;31.92
8562;Petitjean;Computing;2;45;49.95
8563;Merle;UNKNOWN;2;11;12.32
8564;Mahe;UNKNOWN;4;83;92.13
8565;Maillard;Cooking;3;13;14.95
8566;Tessier;UNKNOWN;4;24;26.88
8567;Renaud;Games;3;96;110.4
8568;David;Computing;3;33;35.97
8569;Mercier;Cooking;2;89;98.78999999999999
8570;Brun;Furniture;3;69;75.9
8571;Martineau;UNKNOWN;2;61;69.53999999999999
8572;Ledoux;Computing;2;69;75.9
8573;Rolland;UNKNOWN;4;36;38.16
8574;Payet;Computing;4;69;74.52
8575;Perrin;Tools;1;98;111.72
8576;Colas;Tools;5;43;47.730000000000004
8577;Vallet;Games;3;67;70.35
8578;Gerard;Computing;4;17;18.19
8579;Levy;UNKNOWN;6;71;78.81
8580;Dumont;Computing;1;51;53.55
8581;Bertin;Cooking;2;69;79.35
8582;Olivier;UNKNOWN;5;81;86.67
8583;Peltier;Games;4;55;57.75
8584;Philippe;Games;1;93;97.65
8585;Jacquet;Games;4;74;83.62
8586;Laroche;Computing;3;29;31.32
8587;Martinez;Furniture;4;89;101.46000000000001
8588;Hamon;Furniture;3;28;29.4
8589;Bouvet;Tools;6;97;102.82
8590;Fontaine;Furniture;6;97;109.61
8591;Ledoux;UNKNOWN;3;21;23.1
8592;Clement;Tools;3;37;40.33
8593;Richard;Games;1;92;102.12
8594;Techer;Computing;4;64;73.6
8595;Cohen;Cooking;6;37;39.22
8596;Masson;Tools;1;62;65.1
8597;Lacombe;Tools;5;34;35.7
8598;Gregoire;Computing;1;42;44.52
8599;Masson;Computing;6;10;11.4
8600;Lombard;UNKNOWN;1;53;55.65
8601;Baudry;Tools;3;55;63.25
8602;Aubert;Tools;1;81;88.29
8603;Auger;Furniture;4;67;76.38
8604;Gallet;Computing;1;19;20.52
8605;Henry;Games;6;48;52.8
8606;Diaz;Cooking;2;31;33.79
8607;Pages;Cooking;4;41;43.46
8608;Lopes;Tools;5;88;95.92
8609;Bernier;Furniture;2;85;92.65
8610;Le Roux;UNKNOWN;4;19;21.28
8611;Poulain;Tools;1;46;51.06
8612;Pascal;Games;4;26;29.12
8613;Klein;Computing;5;65;68.9
8614;Techer;Games;2;82;86.92
8615;Schmitt;Cooking;2;38;41.8
8616;Lambert;UNKNOWN;6;65;73.45
8617;Gautier;UNKNOWN;4;11;11.55
8618;Regnier;Furniture;2;26;27.82
8619;Didier;Tools;5;12;12.96
8620;Morin;Computing;6;72;81.36
8621;Lemoine;Games;6;69;75.9
8622;Jacques;Computing;1;77;81.62
8623;Martin;Tools;3;62;66.34
8624;Pruvost;Games;2;66;71.94
8625;Duval;Computing;6;67;75.03999999999999
8626;Leger;Tools;3;66;71.94
8627;Clement;Furniture;5;34;38.42
8628;Gautier;Games;4;88;95.04
8629;Ferrand;Furniture;6;79;83.74
8630;Pineau;UNKNOWN;1;92;98.44
8631;Coste;Games;5;97;104.76
8632;Poulain;Tools;4;62;65.1
8633;Masson;Computing;2;68;73.44
8634;Leroux;Computing;2;29;32.19
8635;Faivre;Games;6;10;10.6
8636;Grenier;Games;1;29;32.48
8637;Blin;Computing;6;81;86.67
8638;Andre;Cooking;5;88;101.2
8639;Louis;Cooking;6;45;50.85
8640;Peron;UNKNOWN;5;63;71.82
8641;Martel;UNKNOWN;4;84;94.92
8642;Lemonnier;Cooking;3;58;64.96
8643;Charrier;Tools;5;32;36.16
8644;Perrier;Furniture;5;41;47.15
8645;Perrin;Tools;5;49;54.39
8646;Gilles;Games;2;38;43.7
8647;Aubert;Computing;1;59;64.9
8648;Lagarde;Cooking;3;98;108.78
8649;Peltier;Furniture;3;17;19.55
8650;Brun;Furniture;3;48;54.24
8651;Perrin;Furniture;1;93;106.02
8652;Maillet;Games;2;32;36.8
8653;Guichard;Computing;2;15;16.35
8654;Lenoir;Tools;4;72;80.64
8655;Etienne;Furniture;2;23;24.61
8656;Grondin;Furniture;5;34;39.1
8657;Colin;Cooking;4;31;33.79
8658;Auger;Tools;2;71;77.39
8659;Payet;Furniture;2;87;94.83
8660;Lambert;Games;5;51;58.14
8661;Texier;Tools;1;73;77.38
8662;Delaunay;Games;6;24;26.4
8663;Fouquet;Computing;5;41;44.28
8664;Legendre;Games;5;76;80.56
8665;Simon;Computing;4;21;22.26
8666;Carpentier;UNKNOWN;1;96;100.8
8667;Rocher;Furniture;3;74;83.62
8668;Valette;UNKNOWN;5;18;20.34
8669;Lefebvre;Computing;4;73;76.65
8670;Couturier;Games;6;75;84.0
8671;Laine;Games;3;73;80.3
8672;Nguyen;Tools;1;60;64.8
8673;Bigot;Tools;3;26;29.12
8674;Pineau;Games;5;67;77.05
8675;Gilbert;Cooking;4;93;106.95
8676;Boulanger;Computing;2;29;33.06
8677;Begue;Furniture;2;55;58.85
8678;Mendes;Games;1;29;32.77
8679;Pelletier;Cooking;6;24;25.44
8680;Ribeiro;Computing;5;47;52.17
8681;Guillet;Tools;5;16;17.76
8682;Adam;Games;6;97;103.79
8683;Hoareau;Tools;2;67;75.71000000000001
8684;Delattre;Furniture;4;77;87.78
8685;Legrand;Games;5;24;25.68
8686;Dupuy;UNKNOWN;1;82;86.1
8687;Andre;Tools;1;24;25.92
8688;Bousquet;Games;5;48;51.36
8689;Ramos;Tools;3;80;89.6
8690;Dufour;UNKNOWN;4;25;26.25
8691;Hamel;UNKNOWN;5;21;23.31
8692;Legendre;Games;6;82;90.2
8693;Weber;Computing;3;52;55.12
8694;Clement;Furniture;1;13;14.43
8695;Fabre;Furniture;2;80;89.6
8696;Pelletier;UNKNOWN;6;77;84.7
8697;Langlois;Games;6;18;20.34
8698;Vaillant;Cooking;4;14;14.7
8699;Ledoux;Tools;6;60;65.4
8700;Clement;Furniture;2;84;95.76
8701;Benard;Tools;6;33;35.64
8702;Fernandes;Games;2;46;48.3
8703;Bouchet;Games;1;32;35.84
8704;Delahaye;Furniture;4;10;11.0
8705;Mathieu;Games;3;91;97.37
8706;Albert;Computing;6;64;71.68
8707;Jacques;UNKNOWN;3;10;11.1
8708;Weiss;Computing;4;64;69.12
8709;Renault;Furniture;3;80;88.8
8710;Raymond;Tools;6;12;12.84
8711;Laurent;Tools;3;34;39.1
8712;Schmitt;Computing;2;51;56.1
8713;Samson;Computing;3;19;20.33
8714;Seguin;Cooking;2;79;85.32
8715;Moreau;Furniture;6;13;14.82
8716;Bouchet;Tools;2;22;25.08
8717;Caron;Games;1;39;43.68
8718;Fournier;Cooking;4;42;46.2
8719;Michaud;Tools;5;93;106.02
8720;Vallet;UNKNOWN;4;20;22.4
8721;De Sousa;UNKNOWN;2;12;13.32
8722;Barbier;UNKNOWN;3;37;41.07
8723;Pons;UNKNOWN;3;81;91.53
8724;Gomez;Cooking;3;52;57.72
8725;Lopes;Furniture;1;23;26.45
8726;Millet;Cooking;6;21;23.73
8727;Seguin;UNKNOWN;1;69;73.83
8728;Bouvet;UNKNOWN;2;63;69.3
8729;Delmas;Tools;1;85;96.05
8730;Lombard;Computing;3;81;91.53
8731;Sauvage;Cooking;3;81;87.48
8732;Bouvier;Cooking;2;10;10.7
8733;Robert;UNKNOWN;6;42;45.78
8734;Payet;Tools;6;46;50.14
8735;Ramos;Computing;6;58;62.06
8736;Merle;Computing;1;38;39.9
8737;Gosselin;Games;1;22;25.3
8738;Jacquet;Cooking;2;13;14.82
8739;Leblanc;UNKNOWN;2;15;16.8
8740;Leger;UNKNOWN;4;26;27.56
8741;Lefebvre;UNKNOWN;1;60;66.0
8742;Barthelemy;Computing;6;39;44.46
8743;De Sousa;Furniture;3;80;88.0
8744;Leroy;Tools;6;25;26.5
8745;Pereira;Furniture;4;92;105.8
8746;Faure;Tools;4;90;103.5
8747;Muller;Cooking;6;32;33.92
8748;Fernandez;UNKNOWN;4;30;33.9
8749;Lucas;Furniture;5;22;23.76
8750;Royer;Furniture;4;81;89.1
8751;Tessier;Tools;6;86;98.03999999999999
8752;Picard;Furniture;1;57;60.42
8753;Dumont;Furniture;1;12;12.72
8754;Begue;Furniture;3;98;103.88
8755;Guillaume;Furniture;1;96;104.64
8756;Peron;Computing;5;88;92.4
8757;Carre;Cooking;4;46;52.44
8758;Legendre;UNKNOWN;2;82;92.66
8759;Thomas;Tools;4;31;33.79
8760;Fischer;UNKNOWN;3;43;46.01
8761;Pottier;Games;4;37;39.22
8762;Meyer;Computing;5;63;69.3
8763;Weiss;Games;3;96;101.76
8764;Pottier;Furniture;1;74;79.92
8765;Dupont;Computing;3;32;36.16
8766;Gomes;Tools;5;96;108.48
8767;Rolland;Tools;2;60;65.4
8768;Cohen;Furniture;5;30;33.9
8769;Gregoire;Cooking;3;91;95.55
8770;Turpin;Tools;4;99;110.88
8771;Didier;UNKNOWN;1;82;86.1
8772;Huet;Games;4;71;74.55
8773;Dupuis;Computing;1;60;64.8
8774;Caron;Furniture;5;69;73.14
8775;Roger;Games;1;46;51.06
8776;Poirier;Furniture;5;66;70.62
8777;Deschamps;Cooking;3;67;70.35
8778;Parent;Cooking;2;45;47.7
8779;Perret;UNKNOWN;5;94;99.64
8780;Morel;Computing;3;50;56.5
8781;Pichon;Furniture;1;72;81.36
8782;Auger;UNKNOWN;4;37;41.07
8783;Joseph;UNKNOWN;2;25;26.75
8784;Pierre;Furniture;2;28;32.2
8785;Leclercq;Tools;5;46;49.68
8786;Vasseur;Furniture;1;88;99.44
8787;Delattre;UNKNOWN;6;92;102.12
8788;Muller;Tools;1;88;94.16
8789;Auger;Tools;4;73;79.57
8790;Rolland;Games;6;57;59.85
8791;Boyer;Computing;3;69;77.28
8792;Legendre;Cooking;2;79;85.32
8793;Lagarde;Games;1;11;12.43
8794;Teixeira;Furniture;2;96;103.68
8795;Rousset;UNKNOWN;4;94;106.22
8796;Benard;UNKNOWN;5;92;103.96000000000001
8797;Blanchet;Tools;5;23;24.38
8798;Petit;Computing;5;32;34.24
8799;Bodin;Computing;1;37;41.44
8800;Pierre;Tools;4;92;103.03999999999999
8801;Charles;Tools;1;56;64.4
8802;Marty;Cooking;3;98;110.74
8803;Philippe;Furniture;4;10;10.5
8804;Bazin;Computing;3;59;65.49
8805;Perrier;Cooking;2;16;17.44
8806;Mendes;Computing;2;30;32.7
8807;Millet;Tools;4;98;102.9
8808;Leroux;Games;4;10;11.0
8809;Schneider;Tools;6;35;39.9
8810;Joubert;Games;1;32;36.8
8811;Boulanger;Games;3;75;83.25
8812;Le Roux;Furniture;6;67;77.05
8813;Grondin;Furniture;4;24;25.44
8814;Costa;Games;6;59;67.85
8815;Masson;Computing;2;68;72.08
8816;Lejeune;UNKNOWN;3;11;11.77
8817;Bailly;Furniture;1;48;53.76
8818;Besson;Tools;1;21;23.94
8819;Blanchet;Computing;2;70;79.8
8820;Chretien;Cooking;3;75;84.75
8821;Menard;Computing;1;26;28.6
8822;Jourdan;Computing;3;30;33.6
8823;Martin;Tools;3;70;74.9
8824;Bonnin;Tools;5;81;85.86
8825;Fischer;UNKNOWN;6;69;78.66
8826;Brunel;Games;2;80;89.6
8827;Gilbert;Games;4;95;102.6
8828;Samson;Games;1;82;89.38
8829;Bernier;Games;3;84;90.72
8830;Thibault;Computing;5;64;71.68
8831;Maillet;Cooking;4;16;18.08
8832;Jean;Computing;2;24;27.12
8833;Duhamel;Computing;1;26;29.64
8834;Barre;Games;2;18;19.26
8835;Levy;Computing;5;87;96.57
8836;Joubert;UNKNOWN;4;74;79.92
8837;Alexandre;Furniture;4;37;42.55
8838;Michel;UNKNOWN;6;93;99.51
8839;Maillet;Games;2;50;57.5
8840;Benoit;Cooking;3;25;28.25
8841;Mercier;UNKNOWN;2;98;104.86
8842;Marie;UNKNOWN;6;51;56.61
8843;Chevallier;Tools;6;48;54.72
8844;Vincent;Tools;1;69;72.45
8845;Hamon;Games;2;24;26.4
8846;Carre;Games;3;74;80.66
8847;Joly;Games;1;86;95.46000000000001
8848;Raymond;Computing;1;18;19.44
8849;Bonnet;Tools;1;14;15.68
8850;Couturier;Tools;6;97;109.61
8851;Maillet;Cooking;2;23;26.22
8852;Hamel;Cooking;4;94;101.52
